HMDB,a.mode,metabolite,Symbol,Uniprot,type(a),ProtName,pubchem,CellLoc,TissueLoc,BSLoc,metabolite_subclass,a.combined_score,a.experiment,a.database,a.prediction,a.textmining
"""HMDB0000148""","""activation""","""L-Glutamic acid""","""GRM4""","""uniprot:Q14833""","""NeuronchatMetaboliteReceptor""",null,33032,"[""Endoplasmic reticulum"", ""Extracellular"", ""Lysosome"", ""Mitochondria""]","[""Adipose Tissue"", ""Adrenal Medulla"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle"", ""Spleen""]","[""Blood"", ""Cellular Cytoplasm"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Sweat"", ""Urine""]","""Amino acids, peptides, and analogues""",null,null,null,null,null
"""HMDB0000148""","""activation""","""L-Glutamic acid""","""GRM4""","""uniprot:Q14833""","""NeuronchatMetaboliteReceptor""",null,33032,"[""Endoplasmic reticulum"", ""Extracellular"", ""Lysosome"", ""Mitochondria""]","[""Adipose Tissue"", ""Adrenal Medulla"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle"", ""Spleen""]","[""Blood"", ""Cellular Cytoplasm"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Sweat"", ""Urine""]","""Amino acids, peptides, and analogues""",null,null,null,null,null
"""HMDB0000148""","""activation""","""L-Glutamic acid""","""GRM4""","""uniprot:Q14833""","""ScconnectMetaboliteReceptor""",null,33032,"[""Endoplasmic reticulum"", ""Extracellular"", ""Lysosome"", ""Mitochondria""]","[""Adipose Tissue"", ""Adrenal Medulla"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle"", ""Spleen""]","[""Blood"", ""Cellular Cytoplasm"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Sweat"", ""Urine""]","""Amino acids, peptides, and analogues""",null,null,null,null,null
"""HMDB0000148""","""activation""","""L-Glutamic acid""","""GRM4""","""uniprot:Q14833""","""CellphoneMetaboliteReceptor""",null,33032,"[""Endoplasmic reticulum"", ""Extracellular"", ""Lysosome"", ""Mitochondria""]","[""Adipose Tissue"", ""Adrenal Medulla"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle"", ""Spleen""]","[""Blood"", ""Cellular Cytoplasm"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Sweat"", ""Urine""]","""Amino acids, peptides, and analogues""",null,null,null,null,null
"""HMDB0000148""","""activation""","""L-Glutamic acid""","""GRM4""","""uniprot:Q14833""","""CellinkerMetaboliteReceptor""",null,33032,"[""Endoplasmic reticulum"", ""Extracellular"", ""Lysosome"", ""Mitochondria""]","[""Adipose Tissue"", ""Adrenal Medulla"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle"", ""Spleen""]","[""Blood"", ""Cellular Cytoplasm"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Sweat"", ""Urine""]","""Amino acids, peptides, and analogues""",null,null,null,null,null
"""HMDB0037790""","""binding""","""Polyethylene glycol""","""PTPRT""","""uniprot:O14522""","""StitchMetaboliteReceptor""",null,174,"[""Cytoplasm"", ""Extracellular""]",null,"[""Saliva""]","""Alcohols and polyols""",800,0,800,0,0
"""HMDB0000123""","""binding""","""Glycine""","""PTPRT""","""uniprot:O14522""","""StitchMetaboliteReceptor""",null,750,"[""Extracellular"", ""Lysosome"", ""Mitochondria"", ""Peroxisome""]","[""Bladder"", ""Brain"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Prostate"", ""Spleen"", ""Thyroid Gland""]","[""Bile"", ""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Sweat"", ""Urine""]","""Amino acids, peptides, and analogues""",582,0,582,0,0
"""HMDB0000588""","""binding""","""Sodium""","""PTPRT""","""uniprot:O14522""","""StitchMetaboliteReceptor""",null,923,"[""Extracellular"", ""Golgi apparatus"", ""Peroxisome""]","[""Kidney""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Saliva"", ""Urine""]",null,800,0,800,0,0
"""HMDB0001220""","""activation""","""Prostaglandin E2""","""TBXA2R""","""uniprot:P21731""","""CellinkerMetaboliteReceptor""",null,5280360,"[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Membrane""]","[""Brain"", ""Epidermis"", ""Fibroblasts"", ""Placenta""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Urine""]","""Eicosanoids""",null,null,null,null,null
"""HMDB0001452""","""activation""","""Thromboxane A2""","""TBXA2R""","""uniprot:P21731""","""CellphoneMetaboliteReceptor""",null,5280497,"[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Membrane""]","[""Platelet"", ""Smooth Muscle""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Urine""]","""Eicosanoids""",null,null,null,null,null
"""HMDB0001220""","""activation""","""Prostaglandin E2""","""TBXA2R""","""uniprot:P21731""","""ScconnectMetaboliteReceptor""",null,5280360,"[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Membrane""]","[""Brain"", ""Epidermis"", ""Fibroblasts"", ""Placenta""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Urine""]","""Eicosanoids""",null,null,null,null,null
"""HMDB0000273""","""binding""","""Thymidine""","""TBXA2R""","""uniprot:P21731""","""StitchMetaboliteReceptor""",null,5789,"[""Extracellular"", ""Lysosome"", ""Mitochondria""]","[""Adipose Tissue"", ""Adrenal Gland"", ""Bladder"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle"", ""Spleen"", ""Testis"", ""Thyroid Gland""]","[""Amniotic Fluid"", ""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Urine""]","""Pyrimidine 2'-deoxyribonucleosides""",205,0,205,0,0
"""HMDB0000295""","""binding""","""Uridine 5'-diphosphate""","""TBXA2R""","""uniprot:P21731""","""StitchMetaboliteReceptor""",null,6031,"[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Golgi apparatus"", ""Lysosome"", ""Mitochondria"", ""Nucleus""]","[""Placenta"", ""Prostate"", ""Thyroid Gland""]","[""Blood""]","""Pyrimidine ribonucleotides""",917,0,198,900,0
"""HMDB0001273""","""binding""","""Guanosine triphosphate""","""TBXA2R""","""uniprot:P21731""","""StitchMetaboliteReceptor""",null,6830,"[""Cytoplasm"", ""Extracellular"", ""Mitochondria"", ""Nucleus""]","[""Neuron"", ""Placenta"", ""Platelet"", ""Testis""]","[""Blood"", ""Cerebrospinal Fluid (CSF)""]","""Purine ribonucleotides""",931,0,0,900,336
"""HMDB0000975""","""binding""","""Trehalose""","""TBXA2R""","""uniprot:P21731""","""StitchMetaboliteReceptor""",null,7427,"[""Extracellular""]","[""Epidermis"", ""Fibroblasts"", ""Kidney"", ""Platelet"", ""Skeletal Muscle""]","[""Feces"", ""Urine""]","""Carbohydrates and carbohydrate conjugates""",322,0,322,0,0
"""HMDB0001201""","""binding""","""Guanosine diphosphate""","""TBXA2R""","""uniprot:P21731""","""StitchMetaboliteReceptor""",null,8977,"[""Cytoplasm"", ""Extracellular"", ""Golgi apparatus"", ""Mitochondria"", ""Nucleus""]",null,"[""Blood"", ""Cerebrospinal Fluid (CSF)""]","""Purine ribonucleotides""",900,0,0,900,0
"""HMDB0014323""","""binding""","""Valsartan""","""TBXA2R""","""uniprot:P21731""","""StitchMetaboliteReceptor""",null,60846,"[""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""Amino acids, peptides, and analogues""",417,0,259,0,236
"""HMDB0000050""","""binding""","""Adenosine""","""TBXA2R""","""uniprot:P21731""","""StitchMetaboliteReceptor""",null,60961,"[""Extracellular"", ""Lysosome"", ""Mitochondria""]","[""All Tissues"", ""Placenta""]","[""Blood"", ""Breast Milk"", ""Cellular Cytoplasm"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Urine""]",null,570,0,237,0,453
"""HMDB0014844""","""binding""","""Tamsulosin""","""TBXA2R""","""uniprot:P21731""","""StitchMetaboliteReceptor""",null,129211,"[""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""Phenethylamines""",325,0,325,0,0
"""HMDB0000169""","""binding""","""D-Mannose""","""TBXA2R""","""uniprot:P21731""","""StitchMetaboliteReceptor""",null,185698,"[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Golgi apparatus"", ""Lysosome""]","[""Adrenal Medulla"", ""Bladder"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Prostate"", ""Skeletal Muscle"", ""Spleen"", ""Testis""]","[""Blood"", ""Breast Milk"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Urine""]","""Carbohydrates and carbohydrate conjugates""",322,0,322,0,0
"""HMDB0000216""","""binding""","""Norepinephrine""","""TBXA2R""","""uniprot:P21731""","""StitchMetaboliteReceptor""",null,439260,"[""Extracellular""]","[""Adipose Tissue"", ""Adrenal Cortex"", ""Adrenal Gland"", ""Adrenal Medulla"", ""Bladder"", ""Brain"", ""Epidermis"", ""Fibroblasts"", ""Heart"", ""Intestine"", ""Kidney"", ""Leukocyte"", ""Neuron"", ""Ovary"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle"", ""Testis""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Urine""]","""Benzenediols""",963,0,249,900,537
"""HMDB0001381""","""binding""","""Prostaglandin H2""","""TBXA2R""","""uniprot:P21731""","""StitchMetaboliteReceptor""",null,445049,"[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Membrane""]","[""Platelet""]",null,"""Eicosanoids""",989,0,113,800,943
"""HMDB0008923""","""binding""","""PE(16:0/16:0)""","""TBXA2R""","""uniprot:P21731""","""StitchMetaboliteReceptor""",null,445468,"[""Extracellular"", ""Membrane""]","[""All Tissues"", ""Brain""]","[""Feces""]","""Glycerophosphoethanolamines""",322,0,322,0,0
"""HMDB0000674""","""binding""","""PA(16:0/16:0)""","""TBXA2R""","""uniprot:P21731""","""StitchMetaboliteReceptor""",null,446066,"[""Extracellular"", ""Membrane""]",null,"[""Blood""]","""Glycerophosphates""",322,0,322,0,0
"""HMDB0036565""","""binding""","""beta-Ionone""","""TBXA2R""","""uniprot:P21731""","""StitchMetaboliteReceptor""",null,638014,"[""Extracellular"", ""Membrane""]",null,"[""Saliva""]","""Sesquiterpenoids""",322,0,322,0,0
"""HMDB0001358""","""binding""","""Retinal""","""TBXA2R""","""uniprot:P21731""","""StitchMetaboliteReceptor""",null,638015,"[""Cytoplasm"", ""Extracellular"", ""Membrane""]","[""Adrenal Cortex"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Lung"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Skeletal Muscle"", ""Spleen"", ""Testis""]","[""Blood"", ""Urine""]","""Retinoids""",322,0,322,0,0
"""HMDB0001220""","""binding""","""Prostaglandin E2""","""TBXA2R""","""uniprot:P21731""","""StitchMetaboliteReceptor""",null,5280360,"[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Membrane""]","[""Brain"", ""Epidermis"", ""Fibroblasts"", ""Placenta""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Urine""]","""Eicosanoids""",977,0,309,900,695
"""HMDB0001452""","""binding""","""Thromboxane A2""","""TBXA2R""","""uniprot:P21731""","""StitchMetaboliteReceptor""",null,5280497,"[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Membrane""]","[""Platelet"", ""Smooth Muscle""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Urine""]","""Eicosanoids""",999,0,0,900,998
"""HMDB0001442""","""binding""","""Prostaglandin E1""","""TBXA2R""","""uniprot:P21731""","""StitchMetaboliteReceptor""",null,5280723,"[""Cytoplasm"", ""Extracellular"", ""Membrane""]","[""Epidermis"", ""Fibroblasts"", ""Kidney"", ""Liver"", ""Neuron"", ""Placenta"", ""Platelet""]","[""Blood""]","""Eicosanoids""",640,0,271,0,520
"""HMDB0004080""","""binding""","""Anandamide""","""TBXA2R""","""uniprot:P21731""","""StitchMetaboliteReceptor""",null,5281969,"[""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Urine""]","""Amines""",211,0,211,0,0
"""HMDB0000990""","""binding""","""Acetaldehyde""","""TBXA2R""","""uniprot:P21731""","""StitchMetaboliteReceptor""",null,177,"[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Mitochondria"", ""Peroxisome""]","[""Adrenal Medulla"", ""Brain"", ""Epidermis"", ""Erythrocyte"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Liver"", ""Neuron"", ""Ovary"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Skeletal Muscle"", ""Testis"", ""Thyroid Gland""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Sweat"", ""Urine""]","""Carbonyl compounds""",322,0,322,0,0
"""HMDB0000073""","""binding""","""Dopamine""","""TBXA2R""","""uniprot:P21731""","""StitchMetaboliteReceptor""",null,681,"[""Cytoplasm"", ""Extracellular""]","[""Adipose Tissue"", ""Adrenal Cortex"", ""Adrenal Gland"", ""Adrenal Medulla"", ""Bladder"", ""Brain"", ""Epidermis"", ""Fibroblasts"", ""Kidney"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Skeletal Muscle"", ""Spleen"", ""Testis""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Urine""]","""Benzenediols""",274,0,274,0,0
"""HMDB0000123""","""binding""","""Glycine""","""TBXA2R""","""uniprot:P21731""","""StitchMetaboliteReceptor""",null,750,"[""Extracellular"", ""Lysosome"", ""Mitochondria"", ""Peroxisome""]","[""Bladder"", ""Brain"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Prostate"", ""Spleen"", ""Thyroid Gland""]","[""Bile"", ""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Sweat"", ""Urine""]","""Amino acids, peptides, and analogues""",283,0,283,0,0
"""HMDB0000870""","""binding""","""Histamine""","""TBXA2R""","""uniprot:P21731""","""StitchMetaboliteReceptor""",null,774,"[""Extracellular""]","[""Adipose Tissue"", ""Adrenal Medulla"", ""Bladder"", ""Brain"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle"", ""Spleen"", ""Testis""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Urine""]","""Amines""",972,0,204,900,678
"""HMDB0000220""","""binding""","""Palmitic acid""","""TBXA2R""","""uniprot:P21731""","""StitchMetaboliteReceptor""",null,985,"[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Membrane"", ""Peroxisome""]","[""Adipose Tissue"", ""Bladder"", ""Epidermis"", ""Fibroblasts"", ""Kidney"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Sweat"", ""Urine""]","""Fatty acids and conjugates""",945,0,322,900,236
"""HMDB0014466""","""binding""","""Amitriptyline""","""TBXA2R""","""uniprot:P21731""","""StitchMetaboliteReceptor""",null,2160,"[""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]",null,286,0,286,0,0
"""HMDB0014683""","""binding""","""Amoxapine""","""TBXA2R""","""uniprot:P21731""","""StitchMetaboliteReceptor""",null,2170,"[""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""Dibenzoxazepines""",214,0,214,0,0
"""HMDB0015267""","""binding""","""Carvedilol""","""TBXA2R""","""uniprot:P21731""","""StitchMetaboliteReceptor""",null,2585,"[""Cytoplasm"", ""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""Carbazoles""",274,0,274,0,0
"""HMDB0014620""","""binding""","""Chlorpromazine""","""TBXA2R""","""uniprot:P21731""","""StitchMetaboliteReceptor""",null,2726,"[""Cytoplasm"", ""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""Phenothiazines""",267,0,267,0,0
"""HMDB0014677""","""binding""","""Ciprofloxacin""","""TBXA2R""","""uniprot:P21731""","""StitchMetaboliteReceptor""",null,2764,"[""Cytoplasm"", ""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""Quinoline carboxylic acids""",282,0,282,0,0
"""HMDB0015477""","""binding""","""Clenbuterol""","""TBXA2R""","""uniprot:P21731""","""StitchMetaboliteReceptor""",null,2783,"[""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""Halobenzenes""",276,0,276,0,0
"""HMDB0015282""","""binding""","""Desipramine""","""TBXA2R""","""uniprot:P21731""","""StitchMetaboliteReceptor""",null,2995,"[""Cytoplasm"", ""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""Dibenzazepines""",280,0,280,0,0
"""HMDB0014328""","""binding""","""Amphetamine""","""TBXA2R""","""uniprot:P21731""","""StitchMetaboliteReceptor""",null,3007,"[""Cytoplasm"", ""Extracellular"", ""Membrane""]","[""Kidney"", ""Liver""]","[""Blood"", ""Urine""]","""Phenethylamines""",275,0,275,0,0
"""HMDB0015151""","""binding""","""Glyburide""","""TBXA2R""","""uniprot:P21731""","""StitchMetaboliteReceptor""",null,3488,"[""Cytoplasm"", ""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""Benzenesulfonamides""",921,0,0,900,236
"""HMDB0014473""","""binding""","""Indomethacin""","""TBXA2R""","""uniprot:P21731""","""StitchMetaboliteReceptor""",null,3715,"[""Cytoplasm"", ""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""Benzoylindoles""",988,0,176,0,985
"""HMDB0040987""","""binding""","""(-)-Morphine""","""TBXA2R""","""uniprot:P21731""","""StitchMetaboliteReceptor""",null,4253,"[""Cytoplasm"", ""Extracellular""]",null,null,null,382,101,332,0,0
"""HMDB0014680""","""binding""","""Nortriptyline""","""TBXA2R""","""uniprot:P21731""","""StitchMetaboliteReceptor""",null,4543,"[""Cytoplasm"", ""Extracellular"", ""Membrane""]","[""Kidney"", ""Liver""]","[""Blood"", ""Urine""]",null,286,0,286,0,0
"""HMDB0015070""","""binding""","""Oxymetazoline""","""TBXA2R""","""uniprot:P21731""","""StitchMetaboliteReceptor""",null,4636,"[""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""Xylenes""",270,0,270,0,0
"""HMDB0014600""","""binding""","""Prazosin""","""TBXA2R""","""uniprot:P21731""","""StitchMetaboliteReceptor""",null,4893,"[""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""Piperazines""",366,0,366,0,0
"""HMDB0000259""","""binding""","""Serotonin""","""TBXA2R""","""uniprot:P21731""","""StitchMetaboliteReceptor""",null,5202,"[""Cytoplasm"", ""Extracellular""]","[""Adipose Tissue"", ""Adrenal Cortex"", ""Adrenal Gland"", ""Adrenal Medulla"", ""Bladder"", ""Brain"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Urine""]","""Tryptamines and derivatives""",956,0,310,900,406
"""HMDB0014794""","""binding""","""Trazodone""","""TBXA2R""","""uniprot:P21731""","""StitchMetaboliteReceptor""",null,5533,"[""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""Piperazines""",209,0,209,0,0
"""HMDB0031404""","""binding""","""Cyclohexylamine""","""TBXA2R""","""uniprot:P21731""","""StitchMetaboliteReceptor""",null,7965,"[""Cytoplasm"", ""Extracellular""]",null,"[""Blood"", ""Feces""]","""Cyclohexylamines""",307,0,307,0,0
"""HMDB0015559""","""binding""","""Thioproperazine""","""TBXA2R""","""uniprot:P21731""","""StitchMetaboliteReceptor""",null,9429,"[""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""Phenothiazines""",275,0,275,0,0
"""HMDB0032477""","""binding""","""Polyoxyethylene 40 monostearate""","""TBXA2R""","""uniprot:P21731""","""StitchMetaboliteReceptor""",null,24762,"[""Extracellular"", ""Membrane""]",null,null,"""Fatty acid esters""",287,0,287,0,0
"""HMDB0014940""","""binding""","""Alfentanil""","""TBXA2R""","""uniprot:P21731""","""StitchMetaboliteReceptor""",null,51263,"[""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""Anilides""",273,0,273,0,0
"""HMDB0013657""","""binding""","""2-Arachidonyl Glycerol ether""","""TBXA2R""","""uniprot:P21731""","""StitchMetaboliteReceptor""",null,6483057,"[""Extracellular"", ""Membrane""]",null,null,null,205,0,205,0,0
"""HMDB0001452""","""inhibition""","""Thromboxane A2""","""TBXA2R""","""uniprot:P21731""","""StitchMetaboliteReceptor""",null,5280497,"[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Membrane""]","[""Platelet"", ""Smooth Muscle""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Urine""]","""Eicosanoids""",999,0,0,900,998
"""HMDB0015151""","""inhibition""","""Glyburide""","""TBXA2R""","""uniprot:P21731""","""StitchMetaboliteReceptor""",null,3488,"[""Cytoplasm"", ""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""Benzenesulfonamides""",921,0,0,900,236
"""HMDB0014473""","""inhibition""","""Indomethacin""","""TBXA2R""","""uniprot:P21731""","""StitchMetaboliteReceptor""",null,3715,"[""Cytoplasm"", ""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""Benzoylindoles""",988,0,176,0,985
"""HMDB0014323""","""activation""","""Valsartan""","""TBXA2R""","""uniprot:P21731""","""StitchMetaboliteReceptor""",null,60846,"[""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""Amino acids, peptides, and analogues""",417,0,259,0,236
