HMDB,MetName,Symbol,CellLoc,TissueLoc,BiospecLoc,Mode,Direction,Status,Uniprot,ProtName
"""HMDB0004080""","""Anandamide""","""SSTR5""","[""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Urine""]","""binding""",null,null,"""uniprot:P35346""",null
"""HMDB0004666""","""MG(0:0/20:4(5Z,8Z,11Z,14Z)/0:0)""","""SSTR5""","[""Extracellular"", ""Membrane""]","[""All Tissues"", ""Placenta""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Urine""]","""binding""",null,null,"""uniprot:P35346""",null
"""HMDB0000990""","""Acetaldehyde""","""SSTR5""","[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Mitochondria"", ""Peroxisome""]","[""Adrenal Medulla"", ""Brain"", ""Epidermis"", ""Erythrocyte"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Liver"", ""Neuron"", ""Ovary"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Skeletal Muscle"", ""Testis"", ""Thyroid Gland""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Sweat"", ""Urine""]","""binding""",null,null,"""uniprot:P35346""",null
"""HMDB0000073""","""Dopamine""","""SSTR5""","[""Cytoplasm"", ""Extracellular""]","[""Adipose Tissue"", ""Adrenal Cortex"", ""Adrenal Gland"", ""Adrenal Medulla"", ""Bladder"", ""Brain"", ""Epidermis"", ""Fibroblasts"", ""Kidney"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Skeletal Muscle"", ""Spleen"", ""Testis""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Urine""]","""binding""",null,null,"""uniprot:P35346""",null
"""HMDB0000123""","""Glycine""","""SSTR5""","[""Extracellular"", ""Lysosome"", ""Mitochondria"", ""Peroxisome""]","[""Bladder"", ""Brain"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Prostate"", ""Spleen"", ""Thyroid Gland""]","[""Bile"", ""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Sweat"", ""Urine""]","""binding""",null,null,"""uniprot:P35346""",null
"""HMDB0000870""","""Histamine""","""SSTR5""","[""Extracellular""]","[""Adipose Tissue"", ""Adrenal Medulla"", ""Bladder"", ""Brain"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle"", ""Spleen"", ""Testis""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Urine""]","""binding""",null,null,"""uniprot:P35346""",null
"""HMDB0000220""","""Palmitic acid""","""SSTR5""","[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Membrane"", ""Peroxisome""]","[""Adipose Tissue"", ""Bladder"", ""Epidermis"", ""Fibroblasts"", ""Kidney"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Sweat"", ""Urine""]","""binding""",null,null,"""uniprot:P35346""",null
"""HMDB0014466""","""Amitriptyline""","""SSTR5""","[""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:P35346""",null
"""HMDB0014683""","""Amoxapine""","""SSTR5""","[""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:P35346""",null
"""HMDB0015267""","""Carvedilol""","""SSTR5""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:P35346""",null
"""HMDB0014620""","""Chlorpromazine""","""SSTR5""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:P35346""",null
"""HMDB0014677""","""Ciprofloxacin""","""SSTR5""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:P35346""",null
"""HMDB0015477""","""Clenbuterol""","""SSTR5""","[""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:P35346""",null
"""HMDB0015282""","""Desipramine""","""SSTR5""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:P35346""",null
"""HMDB0014328""","""Amphetamine""","""SSTR5""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]","[""Kidney"", ""Liver""]","[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:P35346""",null
"""HMDB0014680""","""Nortriptyline""","""SSTR5""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]","[""Kidney"", ""Liver""]","[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:P35346""",null
"""HMDB0015070""","""Oxymetazoline""","""SSTR5""","[""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:P35346""",null
"""HMDB0014600""","""Prazosin""","""SSTR5""","[""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:P35346""",null
"""HMDB0000259""","""Serotonin""","""SSTR5""","[""Cytoplasm"", ""Extracellular""]","[""Adipose Tissue"", ""Adrenal Cortex"", ""Adrenal Gland"", ""Adrenal Medulla"", ""Bladder"", ""Brain"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Urine""]","""binding""",null,null,"""uniprot:P35346""",null
"""HMDB0014794""","""Trazodone""","""SSTR5""","[""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:P35346""",null
"""HMDB0015559""","""Thioproperazine""","""SSTR5""","[""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:P35346""",null
"""HMDB0014940""","""Alfentanil""","""SSTR5""","[""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:P35346""",null
"""HMDB0014323""","""Valsartan""","""SSTR5""","[""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""activation""",null,null,"""uniprot:P35346""",null
"""HMDB0000895""","""Acetylcholine""","""SSTR5""","[""Cytoplasm"", ""Extracellular"", ""Nucleus""]","[""Adipose Tissue"", ""Adrenal Medulla"", ""Bladder"", ""Brain"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Lung"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle"", ""Spleen"", ""Testis""]","[""Cerebrospinal Fluid (CSF)"", ""Saliva""]","""activation""",null,null,"""uniprot:P35346""",null
"""HMDB0000870""","""Histamine""","""SSTR5""","[""Extracellular""]","[""Adipose Tissue"", ""Adrenal Medulla"", ""Bladder"", ""Brain"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle"", ""Spleen"", ""Testis""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Urine""]","""activation""",null,null,"""uniprot:P35346""",null
"""HMDB0000220""","""Palmitic acid""","""SSTR5""","[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Membrane"", ""Peroxisome""]","[""Adipose Tissue"", ""Bladder"", ""Epidermis"", ""Fibroblasts"", ""Kidney"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Sweat"", ""Urine""]","""activation""",null,null,"""uniprot:P35346""",null
"""HMDB0001183""","""Octanol""","""GJC3""","[""Extracellular"", ""Membrane""]","[""Adipose Tissue"", ""Brain"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Placenta"", ""Skeletal Muscle""]","[""Feces"", ""Urine""]","""inhibition""",null,null,"""uniprot:Q8NFK1""",null
"""HMDB0000131""","""Glycerol""","""ADGRG2""","[""Extracellular"", ""Mitochondria""]","[""Adipose Tissue"", ""Bladder"", ""Brain"", ""Epidermis"", ""Kidney"", ""Liver"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Prostate"", ""Skeletal Muscle"", ""Spleen"", ""Testis"", ""Thyroid Gland""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Sweat"", ""Urine""]","""binding""",null,null,"""uniprot:Q8IZP9""",null
"""HMDB0001448""","""Sulfate""","""ADGRG2""","[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Lysosome"", ""Mitochondria""]","[""Placenta""]","[""Blood"", ""Feces"", ""Saliva"", ""Sweat"", ""Urine""]","""binding""",null,null,"""uniprot:Q8IZP9""",null
"""HMDB0000131""","""Glycerol""","""ADGRG3""","[""Extracellular"", ""Mitochondria""]","[""Adipose Tissue"", ""Bladder"", ""Brain"", ""Epidermis"", ""Kidney"", ""Liver"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Prostate"", ""Skeletal Muscle"", ""Spleen"", ""Testis"", ""Thyroid Gland""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Sweat"", ""Urine""]","""binding""",null,null,"""uniprot:Q86Y34""",null
"""HMDB0001448""","""Sulfate""","""ADGRG3""","[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Lysosome"", ""Mitochondria""]","[""Placenta""]","[""Blood"", ""Feces"", ""Saliva"", ""Sweat"", ""Urine""]","""binding""",null,null,"""uniprot:Q86Y34""",null
"""HMDB0000273""","""Thymidine""","""TAAR1""","[""Extracellular"", ""Lysosome"", ""Mitochondria""]","[""Adipose Tissue"", ""Adrenal Gland"", ""Bladder"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle"", ""Spleen"", ""Testis"", ""Thyroid Gland""]","[""Amniotic Fluid"", ""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Urine""]","""binding""",null,null,"""uniprot:Q96RJ0""",null
"""HMDB0000975""","""Trehalose""","""TAAR1""","[""Extracellular""]","[""Epidermis"", ""Fibroblasts"", ""Kidney"", ""Platelet"", ""Skeletal Muscle""]","[""Feces"", ""Urine""]","""binding""",null,null,"""uniprot:Q96RJ0""",null
"""HMDB0014323""","""Valsartan""","""TAAR1""","[""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:Q96RJ0""",null
"""HMDB0000050""","""Adenosine""","""TAAR1""","[""Extracellular"", ""Lysosome"", ""Mitochondria""]","[""All Tissues"", ""Placenta""]","[""Blood"", ""Breast Milk"", ""Cellular Cytoplasm"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Urine""]","""binding""",null,null,"""uniprot:Q96RJ0""",null
"""HMDB0014844""","""Tamsulosin""","""TAAR1""","[""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:Q96RJ0""",null
"""HMDB0000169""","""D-Mannose""","""TAAR1""","[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Golgi apparatus"", ""Lysosome""]","[""Adrenal Medulla"", ""Bladder"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Prostate"", ""Skeletal Muscle"", ""Spleen"", ""Testis""]","[""Blood"", ""Breast Milk"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Urine""]","""binding""",null,null,"""uniprot:Q96RJ0""",null
"""HMDB0000216""","""Norepinephrine""","""TAAR1""","[""Extracellular""]","[""Adipose Tissue"", ""Adrenal Cortex"", ""Adrenal Gland"", ""Adrenal Medulla"", ""Bladder"", ""Brain"", ""Epidermis"", ""Fibroblasts"", ""Heart"", ""Intestine"", ""Kidney"", ""Leukocyte"", ""Neuron"", ""Ovary"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle"", ""Testis""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Urine""]","""binding""",null,null,"""uniprot:Q96RJ0""",null
"""HMDB0008923""","""PE(16:0/16:0)""","""TAAR1""","[""Extracellular"", ""Membrane""]","[""All Tissues"", ""Brain""]","[""Feces""]","""binding""",null,null,"""uniprot:Q96RJ0""",null
"""HMDB0001358""","""Retinal""","""TAAR1""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]","[""Adrenal Cortex"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Lung"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Skeletal Muscle"", ""Spleen"", ""Testis""]","[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:Q96RJ0""",null
"""HMDB0001220""","""Prostaglandin E2""","""TAAR1""","[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Membrane""]","[""Brain"", ""Epidermis"", ""Fibroblasts"", ""Placenta""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Urine""]","""binding""",null,null,"""uniprot:Q96RJ0""",null
"""HMDB0001442""","""Prostaglandin E1""","""TAAR1""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]","[""Epidermis"", ""Fibroblasts"", ""Kidney"", ""Liver"", ""Neuron"", ""Placenta"", ""Platelet""]","[""Blood""]","""binding""",null,null,"""uniprot:Q96RJ0""",null
"""HMDB0004080""","""Anandamide""","""TAAR1""","[""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Urine""]","""binding""",null,null,"""uniprot:Q96RJ0""",null
"""HMDB0000990""","""Acetaldehyde""","""TAAR1""","[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Mitochondria"", ""Peroxisome""]","[""Adrenal Medulla"", ""Brain"", ""Epidermis"", ""Erythrocyte"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Liver"", ""Neuron"", ""Ovary"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Skeletal Muscle"", ""Testis"", ""Thyroid Gland""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Sweat"", ""Urine""]","""binding""",null,null,"""uniprot:Q96RJ0""",null
"""HMDB0000073""","""Dopamine""","""TAAR1""","[""Cytoplasm"", ""Extracellular""]","[""Adipose Tissue"", ""Adrenal Cortex"", ""Adrenal Gland"", ""Adrenal Medulla"", ""Bladder"", ""Brain"", ""Epidermis"", ""Fibroblasts"", ""Kidney"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Skeletal Muscle"", ""Spleen"", ""Testis""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Urine""]","""binding""",null,null,"""uniprot:Q96RJ0""",null
"""HMDB0000123""","""Glycine""","""TAAR1""","[""Extracellular"", ""Lysosome"", ""Mitochondria"", ""Peroxisome""]","[""Bladder"", ""Brain"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Prostate"", ""Spleen"", ""Thyroid Gland""]","[""Bile"", ""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Sweat"", ""Urine""]","""binding""",null,null,"""uniprot:Q96RJ0""",null
"""HMDB0000870""","""Histamine""","""TAAR1""","[""Extracellular""]","[""Adipose Tissue"", ""Adrenal Medulla"", ""Bladder"", ""Brain"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle"", ""Spleen"", ""Testis""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Urine""]","""binding""",null,null,"""uniprot:Q96RJ0""",null
"""HMDB0000220""","""Palmitic acid""","""TAAR1""","[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Membrane"", ""Peroxisome""]","[""Adipose Tissue"", ""Bladder"", ""Epidermis"", ""Fibroblasts"", ""Kidney"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Sweat"", ""Urine""]","""binding""",null,null,"""uniprot:Q96RJ0""",null
"""HMDB0014466""","""Amitriptyline""","""TAAR1""","[""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:Q96RJ0""",null
"""HMDB0014683""","""Amoxapine""","""TAAR1""","[""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:Q96RJ0""",null
"""HMDB0015267""","""Carvedilol""","""TAAR1""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:Q96RJ0""",null
"""HMDB0014620""","""Chlorpromazine""","""TAAR1""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:Q96RJ0""",null
"""HMDB0014677""","""Ciprofloxacin""","""TAAR1""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:Q96RJ0""",null
"""HMDB0015477""","""Clenbuterol""","""TAAR1""","[""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:Q96RJ0""",null
"""HMDB0015282""","""Desipramine""","""TAAR1""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:Q96RJ0""",null
"""HMDB0014328""","""Amphetamine""","""TAAR1""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]","[""Kidney"", ""Liver""]","[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:Q96RJ0""",null
"""HMDB0014680""","""Nortriptyline""","""TAAR1""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]","[""Kidney"", ""Liver""]","[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:Q96RJ0""",null
"""HMDB0015070""","""Oxymetazoline""","""TAAR1""","[""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:Q96RJ0""",null
"""HMDB0014600""","""Prazosin""","""TAAR1""","[""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:Q96RJ0""",null
"""HMDB0000259""","""Serotonin""","""TAAR1""","[""Cytoplasm"", ""Extracellular""]","[""Adipose Tissue"", ""Adrenal Cortex"", ""Adrenal Gland"", ""Adrenal Medulla"", ""Bladder"", ""Brain"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Urine""]","""binding""",null,null,"""uniprot:Q96RJ0""",null
"""HMDB0014794""","""Trazodone""","""TAAR1""","[""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:Q96RJ0""",null
"""HMDB0015559""","""Thioproperazine""","""TAAR1""","[""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:Q96RJ0""",null
"""HMDB0014940""","""Alfentanil""","""TAAR1""","[""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""binding""",null,null,"""uniprot:Q96RJ0""",null
"""HMDB0014323""","""Valsartan""","""TAAR1""","[""Extracellular"", ""Membrane""]",null,"[""Blood"", ""Urine""]","""activation""",null,null,"""uniprot:Q96RJ0""",null
"""HMDB0000216""","""Norepinephrine""","""TAAR1""","[""Extracellular""]","[""Adipose Tissue"", ""Adrenal Cortex"", ""Adrenal Gland"", ""Adrenal Medulla"", ""Bladder"", ""Brain"", ""Epidermis"", ""Fibroblasts"", ""Heart"", ""Intestine"", ""Kidney"", ""Leukocyte"", ""Neuron"", ""Ovary"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle"", ""Testis""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Urine""]","""activation""",null,null,"""uniprot:Q96RJ0""",null
"""HMDB0000073""","""Dopamine""","""TAAR1""","[""Cytoplasm"", ""Extracellular""]","[""Adipose Tissue"", ""Adrenal Cortex"", ""Adrenal Gland"", ""Adrenal Medulla"", ""Bladder"", ""Brain"", ""Epidermis"", ""Fibroblasts"", ""Kidney"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Skeletal Muscle"", ""Spleen"", ""Testis""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Urine""]","""activation""",null,null,"""uniprot:Q96RJ0""",null
"""HMDB0000870""","""Histamine""","""TAAR1""","[""Extracellular""]","[""Adipose Tissue"", ""Adrenal Medulla"", ""Bladder"", ""Brain"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle"", ""Spleen"", ""Testis""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Urine""]","""activation""",null,null,"""uniprot:Q96RJ0""",null
"""HMDB0000220""","""Palmitic acid""","""TAAR1""","[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Membrane"", ""Peroxisome""]","[""Adipose Tissue"", ""Bladder"", ""Epidermis"", ""Fibroblasts"", ""Kidney"", ""Placenta"", ""Platelet"", ""Prostate"", ""Skeletal Muscle""]","[""Blood"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Sweat"", ""Urine""]","""activation""",null,null,"""uniprot:Q96RJ0""",null
"""HMDB0014328""","""Amphetamine""","""TAAR1""","[""Cytoplasm"", ""Extracellular"", ""Membrane""]","[""Kidney"", ""Liver""]","[""Blood"", ""Urine""]","""activation""",null,null,"""uniprot:Q96RJ0""",null
"""HMDB0000169""","""D-Mannose""","""LIFR""","[""Cytoplasm"", ""Endoplasmic reticulum"", ""Extracellular"", ""Golgi apparatus"", ""Lysosome""]","[""Adrenal Medulla"", ""Bladder"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Neuron"", ""Pancreas"", ""Placenta"", ""Prostate"", ""Skeletal Muscle"", ""Spleen"", ""Testis""]","[""Blood"", ""Breast Milk"", ""Cerebrospinal Fluid (CSF)"", ""Feces"", ""Saliva"", ""Urine""]","""binding""",null,null,"""uniprot:P42702""",null
"""HMDB0000174""","""L-Fucose""","""LIFR""","[""Cytoplasm"", ""Extracellular"", ""Lysosome""]","[""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Kidney"", ""Liver"", ""Neuron"", ""Ovary"", ""Pancreas"", ""Placenta"", ""Spleen"", ""Testis""]","[""Blood"", ""Breast Milk"", ""Feces"", ""Saliva"", ""Urine""]","""binding""",null,null,"""uniprot:P42702""",null
"""HMDB0001183""","""Octanol""","""GJD3""","[""Extracellular"", ""Membrane""]","[""Adipose Tissue"", ""Brain"", ""Epidermis"", ""Fibroblasts"", ""Intestine"", ""Placenta"", ""Skeletal Muscle""]","[""Feces"", ""Urine""]","""inhibition""",null,null,"""uniprot:Q8N144""",null
