,HMDB,Symbol,Direction,MetName,Transport,T_direction,Reversibility,DB
14673,HMDB0060522,B3GALNT1,degrading,UDP-N-acetyl-alpha-D-galactosamine,nan,unknown,nan,HmdbProductionDegradation
14732,HMDB0001072,MT-ND2,degrading,Coenzyme Q10,nan,unknown,nan,HmdbProductionDegradation
14729,HMDB0001304,MT-ND2,degrading,QH2,nan,unknown,nan,HmdbProductionDegradation
14728,HMDB0006709,MT-ND2,degrading,Ubiquinone-2,nan,unknown,nan,HmdbProductionDegradation
14318,HMDB0060299,GSTA3,producing,"(1R)-Glutathionyl-(2R)-hydroxy-1,2-dihydronaphthalene",nan,unknown,nan,HmdbProductionDegradation
13846,HMDB0000538,DHX16,degrading,Adenosine triphosphate,nan,unknown,nan,HmdbProductionDegradation
13853,HMDB0006709,SDHC,degrading,Ubiquinone-2,nan,unknown,nan,HmdbProductionDegradation
13851,HMDB0001304,SDHC,producing,QH2,nan,unknown,nan,HmdbProductionDegradation
13844,HMDB0001341,DHX16,producing,ADP,nan,unknown,nan,HmdbProductionDegradation
13789,HMDB0005176,POMT2,degrading,Dolichol-20,nan,unknown,nan,HmdbProductionDegradation
13874,HMDB0001341,DDX28,producing,ADP,nan,unknown,nan,HmdbProductionDegradation
13876,HMDB0000538,DDX28,degrading,Adenosine triphosphate,nan,unknown,nan,HmdbProductionDegradation
13879,HMDB0006709,MT-ND1,degrading,Ubiquinone-2,nan,unknown,nan,HmdbProductionDegradation
13883,HMDB0001072,MT-ND1,degrading,Coenzyme Q10,nan,unknown,nan,HmdbProductionDegradation
13880,HMDB0001304,MT-ND1,degrading,QH2,nan,unknown,nan,HmdbProductionDegradation
13638,HMDB0001052,ECHS1,producing,(S)-3-Hydroxyisobutyryl-CoA,nan,unknown,nan,HmdbProductionDegradation
13633,HMDB0003938,ECHS1,degrading,(S)-Hydroxydecanoyl-CoA,nan,unknown,nan,HmdbProductionDegradation
13630,HMDB0003949,ECHS1,producing,(2E)-Octenoyl-CoA,nan,unknown,nan,HmdbProductionDegradation
13627,HMDB0060392,ECHS1,degrading,5-Carboxy-2-pentenoyl-CoA,nan,unknown,nan,HmdbProductionDegradation
13626,HMDB0012475,ECHS1,producing,(3S)-3-Hydroxyadipyl-CoA,nan,unknown,nan,HmdbProductionDegradation
13528,HMDB0001338,ZDHHC17,degrading,Palmityl-CoA,nan,unknown,nan,HmdbProductionDegradation
13642,HMDB0003712,ECHS1,producing,(2E)-Dodecenoyl-CoA,nan,unknown,nan,HmdbProductionDegradation
13649,HMDB0001166,ECHS1,degrading,3-Hydroxybutyryl-CoA,nan,unknown,nan,HmdbProductionDegradation
13645,HMDB0006870,ECHS1,degrading,3-Hydroxyisovaleryl-CoA,nan,unknown,nan,HmdbProductionDegradation
13644,HMDB0001493,ECHS1,producing,3-Methylcrotonyl-CoA,nan,unknown,nan,HmdbProductionDegradation
14190,HMDB0060387,GSTK1,producing,4-Glutathionyl cyclophosphamide,nan,unknown,nan,HmdbProductionDegradation
14191,HMDB0060433,GSTK1,degrading,Aldophosphamide,nan,unknown,nan,HmdbProductionDegradation
14291,HMDB0060334,GSTA3,degrading,"1,2-Dibromoethane",nan,unknown,nan,HmdbProductionDegradation
14289,HMDB0060479,GSTA3,producing,Glutathione episulfonium ion,nan,unknown,nan,HmdbProductionDegradation
14285,HMDB0060433,GSTA3,degrading,Aldophosphamide,nan,unknown,nan,HmdbProductionDegradation
14284,HMDB0060387,GSTA3,producing,4-Glutathionyl cyclophosphamide,nan,unknown,nan,HmdbProductionDegradation
14238,HMDB0000538,EIF4A3,degrading,Adenosine triphosphate,nan,unknown,nan,HmdbProductionDegradation
14236,HMDB0001341,EIF4A3,producing,ADP,nan,unknown,nan,HmdbProductionDegradation
14197,HMDB0060334,GSTK1,degrading,"1,2-Dibromoethane",nan,unknown,nan,HmdbProductionDegradation
14195,HMDB0060479,GSTK1,producing,Glutathione episulfonium ion,nan,unknown,nan,HmdbProductionDegradation
14224,HMDB0060299,GSTK1,producing,"(1R)-Glutathionyl-(2R)-hydroxy-1,2-dihydronaphthalene",nan,unknown,nan,HmdbProductionDegradation
15915,HMDB0030587,COMT,producing,Spinacetin,nan,unknown,nan,HmdbProductionDegradation
15724,HMDB0000042,ESD,producing,Acetic acid,nan,unknown,nan,HmdbProductionDegradation
15717,HMDB0001058,FBP2,degrading,"Fructose 1,6-bisphosphate",nan,unknown,nan,HmdbProductionDegradation
15713,HMDB0003971,FBP2,producing,Beta-D-Fructose 6-phosphate,nan,unknown,nan,HmdbProductionDegradation
15726,HMDB0032989,ESD,degrading,4-Methylumbelliferyl acetate,nan,unknown,nan,HmdbProductionDegradation
15686,HMDB0001273,MFN1,degrading,Guanosine triphosphate,nan,unknown,nan,HmdbProductionDegradation
15684,HMDB0001201,MFN1,producing,Guanosine diphosphate,nan,unknown,nan,HmdbProductionDegradation
15675,HMDB0001072,MT-ND3,degrading,Coenzyme Q10,nan,unknown,nan,HmdbProductionDegradation
15725,HMDB0059622,ESD,producing,4-Methylumbelliferone,nan,unknown,nan,HmdbProductionDegradation
15672,HMDB0001304,MT-ND3,degrading,QH2,nan,unknown,nan,HmdbProductionDegradation
15828,HMDB0030235,COMT,degrading,eq-4''-Hydroxymaysin,nan,unknown,nan,HmdbProductionDegradation
15835,HMDB0037976,COMT,degrading,Cyanidin 3-sambubioside,nan,unknown,nan,HmdbProductionDegradation
15834,HMDB0041171,COMT,producing,Peonidin 3-lathyroside,nan,unknown,nan,HmdbProductionDegradation
15833,HMDB0038469,COMT,degrading,Graveobioside A,nan,unknown,nan,HmdbProductionDegradation
15832,HMDB0037454,COMT,producing,Graveobioside B,nan,unknown,nan,HmdbProductionDegradation
15831,HMDB0030661,COMT,degrading,3-Galloylcatechin,nan,unknown,nan,HmdbProductionDegradation
15830,HMDB0037368,COMT,degrading,Quercetin 3-(6''-malonyl-glucoside),nan,unknown,nan,HmdbProductionDegradation
15829,HMDB0038820,COMT,producing,Isorhamnetin 3-(6''-malonylglucoside),nan,unknown,nan,HmdbProductionDegradation
15827,HMDB0030238,COMT,producing,ax-4''-Hydroxy-3-'-methoxymaysin,nan,unknown,nan,HmdbProductionDegradation
15826,HMDB0030502,COMT,degrading,"(2S,4S,6S)-2-[2-(4-Hydroxy-3-meyhoxyphenyl)ethyl]tetrahydro-6-(4,5-dihydroxy-3-methoxyphenyl)-2H-pyran-4-ol",nan,unknown,nan,HmdbProductionDegradation
15825,HMDB0030504,COMT,producing,"(2S,4R,6S)-2-[2-(4-hydroxy-3-methoxyphenyl)ethyl]tetrahydro-6-(4-hydroxy-3,5-dimethoxyphenyl)-2H-pyran-4-ol",nan,unknown,nan,HmdbProductionDegradation
15782,HMDB0003712,ECI2,degrading,(2E)-Dodecenoyl-CoA,nan,unknown,nan,HmdbProductionDegradation
15671,HMDB0006709,MT-ND3,degrading,Ubiquinone-2,nan,unknown,nan,HmdbProductionDegradation
15507,HMDB0001121,MTMR7,producing,N-Acetyl-D-mannosamine 6-phosphate,nan,unknown,nan,HmdbProductionDegradation
15532,HMDB0001341,HIBCH,degrading,ADP,nan,unknown,nan,HmdbProductionDegradation
15539,HMDB0000127,ABHD10,producing,D-Glucuronic acid,nan,unknown,nan,HmdbProductionDegradation
15538,HMDB0001052,HIBCH,degrading,(S)-3-Hydroxyisobutyryl-CoA,nan,unknown,nan,HmdbProductionDegradation
15530,HMDB0000538,HIBCH,producing,Adenosine triphosphate,nan,unknown,nan,HmdbProductionDegradation
15514,HMDB0000217,MTMR7,degrading,NADP,nan,unknown,nan,HmdbProductionDegradation
15511,HMDB0000902,MTMR7,producing,NAD,nan,unknown,nan,HmdbProductionDegradation
15510,HMDB0006800,MTMR7,degrading,Beta-D-Fructose 2-phosphate,nan,unknown,nan,HmdbProductionDegradation
15509,HMDB0000660,MTMR7,producing,D-Fructose,nan,unknown,nan,HmdbProductionDegradation
15540,HMDB0015159,ABHD10,producing,Mycophenolic acid,nan,unknown,nan,HmdbProductionDegradation
15542,HMDB0060491,ABHD10,degrading,Mycophenolic acid O-acyl-glucuronide,nan,unknown,nan,HmdbProductionDegradation
15626,HMDB0060501,PEMT,degrading,Phosphatidylethanolamine,nan,unknown,nan,HmdbProductionDegradation
15656,HMDB0000996,CDO1,producing,3-Sulfinoalanine,nan,unknown,nan,HmdbProductionDegradation
15836,HMDB0038091,COMT,producing,Peonidin 3-rhamnoside,nan,unknown,nan,HmdbProductionDegradation
15837,HMDB0037975,COMT,degrading,Cyanidin 3-rhamnoside,nan,unknown,nan,HmdbProductionDegradation
15838,HMDB0034158,COMT,producing,"2,6-Dimethoxyphenol",nan,unknown,nan,HmdbProductionDegradation
15887,HMDB0031927,COMT,degrading,Glyurallin B,nan,unknown,nan,HmdbProductionDegradation
15894,HMDB0037501,COMT,producing,Dihydroisorhamnetin,nan,unknown,nan,HmdbProductionDegradation
15893,HMDB0011714,COMT,producing,Vanilpyruvic acid,nan,unknown,nan,HmdbProductionDegradation
15892,HMDB0005800,COMT,degrading,Luteolin,nan,unknown,nan,HmdbProductionDegradation
15891,HMDB0030667,COMT,producing,Chrysoeriol,nan,unknown,nan,HmdbProductionDegradation
15890,HMDB0032057,COMT,degrading,"(E)-3-(2,3-Dihydroxyphenyl)-2-propenoic acid",nan,unknown,nan,HmdbProductionDegradation
15889,HMDB0000397,COMT,degrading,2-Pyrocatechuic acid,nan,unknown,nan,HmdbProductionDegradation
15888,HMDB0059713,COMT,producing,3-Methoxysalicylic acid,nan,unknown,nan,HmdbProductionDegradation
15886,HMDB0029251,COMT,degrading,Pinotin A aglycone,nan,unknown,nan,HmdbProductionDegradation
15896,HMDB0005794,COMT,degrading,Quercetin,nan,unknown,nan,HmdbProductionDegradation
15885,HMDB0032006,COMT,degrading,Epifisetinidol-(4beta->8)-epicatechin-(6->4beta)-epifisetinidol,nan,unknown,nan,HmdbProductionDegradation
15884,HMDB0032007,COMT,degrading,Epifisetinidol-(4beta->8)-catechin,nan,unknown,nan,HmdbProductionDegradation
15883,HMDB0038519,COMT,producing,Arachidoside,nan,unknown,nan,HmdbProductionDegradation
15882,HMDB0030541,COMT,degrading,"3,3',4',7-Tetrahydroxyflavan",nan,unknown,nan,HmdbProductionDegradation
15881,HMDB0029185,COMT,degrading,"5-(3',4'-Dihydroxyphenyl)-gamma-valerolactone",nan,unknown,nan,HmdbProductionDegradation
15880,HMDB0029226,COMT,producing,5'-(3'-Methoxy-4'-hydroxyphenyl)-gamma-valerolactone,nan,unknown,nan,HmdbProductionDegradation
15879,HMDB0041679,COMT,degrading,"4-Hydroxy-(3',4'-dihydroxyphenyl)-valeric acid",nan,unknown,nan,HmdbProductionDegradation
15895,HMDB0002655,COMT,producing,Isorhamnetin,nan,unknown,nan,HmdbProductionDegradation
15897,HMDB0030860,COMT,degrading,Avicularin,nan,unknown,nan,HmdbProductionDegradation
15839,HMDB0037420,COMT,producing,Maysin 3'-methyl ether,nan,unknown,nan,HmdbProductionDegradation
15907,HMDB0030717,COMT,producing,"(R)-3',7-Dihydroxy-2',4'-dimethoxyisoflavan",nan,unknown,nan,HmdbProductionDegradation
15914,HMDB0030609,COMT,degrading,Xanthochymuside,nan,unknown,nan,HmdbProductionDegradation
15913,HMDB0038392,COMT,degrading,Dihydromorelloflavone,nan,unknown,nan,HmdbProductionDegradation
15912,HMDB0030614,COMT,degrading,Orientin,nan,unknown,nan,HmdbProductionDegradation
15911,HMDB0030624,COMT,degrading,Quercetagitrin,nan,unknown,nan,HmdbProductionDegradation
15910,HMDB0038866,COMT,producing,Quercetagetin 3'-methylether 7-glucoside,nan,unknown,nan,HmdbProductionDegradation
15909,HMDB0030684,COMT,degrading,Cyanidin 3-glucoside,nan,unknown,nan,HmdbProductionDegradation
15908,HMDB0002708,COMT,degrading,Cyanidin,nan,unknown,nan,HmdbProductionDegradation
15906,HMDB0038128,COMT,producing,(±)-Sphaerosin,nan,unknown,nan,HmdbProductionDegradation
15898,HMDB0030851,COMT,degrading,Aspalathin,nan,unknown,nan,HmdbProductionDegradation
15905,HMDB0030721,COMT,degrading,Isocarlinoside,nan,unknown,nan,HmdbProductionDegradation
15904,HMDB0003173,COMT,degrading,Petunidin,nan,unknown,nan,HmdbProductionDegradation
15903,HMDB0041662,COMT,producing,"3,4-O-Dimethylgallic acid",nan,unknown,nan,HmdbProductionDegradation
15902,HMDB0125538,COMT,degrading,"3-methoxybenzene-1,2-diol",nan,unknown,nan,HmdbProductionDegradation
15901,HMDB0030804,COMT,degrading,"2-(3,4-Dihydroxyphenyl)-5,6-dihydroxy-7-methoxy-4H-1-benzopyran-4-one",nan,unknown,nan,HmdbProductionDegradation
15900,HMDB0030806,COMT,degrading,Petunin,nan,unknown,nan,HmdbProductionDegradation
15899,HMDB0038093,COMT,degrading,Petunidin 3-galactoside,nan,unknown,nan,HmdbProductionDegradation
15878,HMDB0029479,COMT,producing,Isorhamnetin 7-glucoside,nan,unknown,nan,HmdbProductionDegradation
15877,HMDB0041194,COMT,producing,Methoxyeugenol,nan,unknown,nan,HmdbProductionDegradation
15876,HMDB0037644,COMT,producing,3-(2-Hydroxy-3-methoxyphenyl)-2-propenoic acid,nan,unknown,nan,HmdbProductionDegradation
15848,HMDB0035435,COMT,degrading,Cinchonain Id 7-glucoside,nan,unknown,nan,HmdbProductionDegradation
15855,HMDB0033666,COMT,degrading,KB 2,nan,unknown,nan,HmdbProductionDegradation
15854,HMDB0034414,COMT,degrading,3'-Hydroxy-4'-methoxyglabridin,nan,unknown,nan,HmdbProductionDegradation
15853,HMDB0029233,COMT,degrading,"3,4-Dihydroxyphenylvaleric acid",nan,unknown,nan,HmdbProductionDegradation
15852,HMDB0012915,COMT,producing,Coniferyl alcohol,nan,unknown,nan,HmdbProductionDegradation
15851,HMDB0141782,COMT,producing,Coniferaldehyde,nan,unknown,nan,HmdbProductionDegradation
15850,HMDB0011754,COMT,degrading,Methyldopa,nan,unknown,nan,HmdbProductionDegradation
15849,HMDB0061087,COMT,degrading,"3,4-Dihydroxy-tamoxifen",nan,unknown,nan,HmdbProductionDegradation
15847,HMDB0041661,COMT,degrading,"3,4-Dihydroxyphenyllactic acid methyl ester",nan,unknown,nan,HmdbProductionDegradation
15875,HMDB0037687,COMT,degrading,Prunus inhibitor b,nan,unknown,nan,HmdbProductionDegradation
15846,HMDB0035504,COMT,degrading,"Epicatechin-(4beta->6)-epicatechin-(2beta->7,4beta->8)-epicatechin",nan,unknown,nan,HmdbProductionDegradation
15845,HMDB0037400,COMT,degrading,(+)-Catechin 6-C-glucoside,nan,unknown,nan,HmdbProductionDegradation
15844,HMDB0037402,COMT,degrading,(+)-Catechin 8-C-glucoside,nan,unknown,nan,HmdbProductionDegradation
15843,HMDB0037411,COMT,degrading,"Lucenin 2,7-O-rhamnoside",nan,unknown,nan,HmdbProductionDegradation
15842,HMDB0037449,COMT,degrading,Isoswertiajaponin,nan,unknown,nan,HmdbProductionDegradation
15841,HMDB0037450,COMT,producing,"Orientin 7,3'-dimethyl ether",nan,unknown,nan,HmdbProductionDegradation
15840,HMDB0037419,COMT,degrading,Maysin,nan,unknown,nan,HmdbProductionDegradation
15856,HMDB0041651,COMT,degrading,"3',4',5,7-Tetrahydroxyisoflavanone",nan,unknown,nan,HmdbProductionDegradation
15857,HMDB0041658,COMT,degrading,3'-Hydroxygenistein,nan,unknown,nan,HmdbProductionDegradation
15858,HMDB0037408,COMT,degrading,Neocarlinoside,nan,unknown,nan,HmdbProductionDegradation
15859,HMDB0033538,COMT,producing,Fragransol B,nan,unknown,nan,HmdbProductionDegradation
15874,HMDB0032805,COMT,producing,N-trans-Feruloyloctopamine,nan,unknown,nan,HmdbProductionDegradation
15873,HMDB0032900,COMT,degrading,Epicatechin-(6'->8)-epicatechin,nan,unknown,nan,HmdbProductionDegradation
15872,HMDB0029478,COMT,degrading,Meloside L,nan,unknown,nan,HmdbProductionDegradation
15871,HMDB0037422,COMT,producing,Isoscoparin 2''-O-glucoside,nan,unknown,nan,HmdbProductionDegradation
15870,HMDB0033189,COMT,producing,Isomucronulatol,nan,unknown,nan,HmdbProductionDegradation
15869,HMDB0033014,COMT,degrading,Hovenitin I,nan,unknown,nan,HmdbProductionDegradation
15868,HMDB0033028,COMT,producing,N-Dihydroferuloyltyramine,nan,unknown,nan,HmdbProductionDegradation
15867,HMDB0033038,COMT,degrading,Theaflavate B,nan,unknown,nan,HmdbProductionDegradation
15866,HMDB0033070,COMT,degrading,Theaflavate A,nan,unknown,nan,HmdbProductionDegradation
15865,HMDB0029525,COMT,producing,7-(4-Hydroxy-3-methoxyphenyl)-5-methoxy-1-phenyl-3-heptanone,nan,unknown,nan,HmdbProductionDegradation
15864,HMDB0033298,COMT,degrading,"3-(3,4-Dihydroxybenzyl)-7-hydroxy-5-methoxy-4-chromanone",nan,unknown,nan,HmdbProductionDegradation
15863,HMDB0033324,COMT,producing,Silyhermin,nan,unknown,nan,HmdbProductionDegradation
15862,HMDB0033431,COMT,producing,Moschamindole,nan,unknown,nan,HmdbProductionDegradation
15861,HMDB0033465,COMT,producing,Feruloyl-2-hydroxyputrescine,nan,unknown,nan,HmdbProductionDegradation
15860,HMDB0033537,COMT,producing,Fragransol A,nan,unknown,nan,HmdbProductionDegradation
15508,HMDB0001129,MTMR7,degrading,N-Acetylmannosamine,nan,unknown,nan,HmdbProductionDegradation
15173,HMDB0030788,AOX1,degrading,Citrusal,nan,unknown,nan,HmdbProductionDegradation
15176,HMDB0060462,AOX1,degrading,Citalopram aldehyde,nan,unknown,nan,HmdbProductionDegradation
15175,HMDB0060463,AOX1,producing,Citalopram propionic acid,nan,unknown,nan,HmdbProductionDegradation
15172,HMDB0000271,AOX1,producing,Sarcosine,nan,unknown,nan,HmdbProductionDegradation
15182,HMDB0002217,AOX1,producing,(S)-Methylmalonic acid semialdehyde,nan,unknown,nan,HmdbProductionDegradation
15171,HMDB0000092,AOX1,producing,Dimethylglycine,nan,unknown,nan,HmdbProductionDegradation
15170,HMDB0001263,AOX1,degrading,Allysine,nan,unknown,nan,HmdbProductionDegradation
15169,HMDB0000510,AOX1,producing,Aminoadipic acid,nan,unknown,nan,HmdbProductionDegradation
15240,HMDB0003345,G6PC1,producing,alpha-D-Glucose,nan,unknown,nan,HmdbProductionDegradation
15233,HMDB0004699,ALOX15B,producing,8(S)-HPETE,nan,unknown,nan,HmdbProductionDegradation
15216,HMDB0060481,HGSNAT,degrading,heparan sulfate alpha-D-glucosaminide,nan,unknown,nan,HmdbProductionDegradation
14984,HMDB0006904,MMAB,degrading,"Cob(I)yrinate a,c diamide",nan,unknown,nan,HmdbProductionDegradation
14982,HMDB0006902,MMAB,degrading,Cobinamide,nan,unknown,nan,HmdbProductionDegradation
14981,HMDB0006903,MMAB,producing,Adenosyl cobinamide,nan,unknown,nan,HmdbProductionDegradation
14980,HMDB0001083,MMAB,producing,"Adenosyl cobyrinic acid a,c diamide",nan,unknown,nan,HmdbProductionDegradation
15099,HMDB0004486,PGGT1B,degrading,Geranylgeranyl-PP,nan,unknown,nan,HmdbProductionDegradation
15085,HMDB0001058,ALDOB,degrading,"Fructose 1,6-bisphosphate",nan,unknown,nan,HmdbProductionDegradation
15080,HMDB0001076,ALDOB,degrading,Fructose 1-phosphate,nan,unknown,nan,HmdbProductionDegradation
15046,HMDB0001078,PMM2,producing,Mannose 6-phosphate,nan,unknown,nan,HmdbProductionDegradation
15027,HMDB0059660,PNPLA7,degrading,sn-glycero-3-Phosphoethanolamine,nan,unknown,nan,HmdbProductionDegradation
15431,HMDB0000285,POLR3C,degrading,Uridine triphosphate,nan,unknown,nan,HmdbProductionDegradation
15433,HMDB0001273,POLR3C,degrading,Guanosine triphosphate,nan,unknown,nan,HmdbProductionDegradation
15381,HMDB0000538,PAPOLA,degrading,Adenosine triphosphate,nan,unknown,nan,HmdbProductionDegradation
15432,HMDB0000082,POLR3C,degrading,Cytidine triphosphate,nan,unknown,nan,HmdbProductionDegradation
15470,HMDB0006818,COQ6,producing,"2-Hexaprenyl-6-methoxy-1,4-benzoquinone",nan,unknown,nan,HmdbProductionDegradation
15472,HMDB0006817,COQ6,degrading,2-Hexaprenyl-6-methoxyphenol,nan,unknown,nan,HmdbProductionDegradation
15435,HMDB0000538,POLR3C,degrading,Adenosine triphosphate,nan,unknown,nan,HmdbProductionDegradation
15468,HMDB0060355,COQ6,degrading,2-Polyprenyl-6-methoxyphenol,nan,unknown,nan,HmdbProductionDegradation
15467,HMDB0060354,COQ6,producing,"2-Polyprenyl-6-methoxy-1,4-benzoquinone",nan,unknown,nan,HmdbProductionDegradation
15444,HMDB0000538,POLR3F,degrading,Adenosine triphosphate,nan,unknown,nan,HmdbProductionDegradation
15442,HMDB0001273,POLR3F,degrading,Guanosine triphosphate,nan,unknown,nan,HmdbProductionDegradation
15441,HMDB0000082,POLR3F,degrading,Cytidine triphosphate,nan,unknown,nan,HmdbProductionDegradation
15440,HMDB0000285,POLR3F,degrading,Uridine triphosphate,nan,unknown,nan,HmdbProductionDegradation
15366,HMDB0060500,NTPCR,degrading,NTP,nan,unknown,nan,HmdbProductionDegradation
15315,HMDB0003971,TIGAR,producing,Beta-D-Fructose 6-phosphate,nan,unknown,nan,HmdbProductionDegradation
15317,HMDB0000124,TIGAR,producing,Fructose 6-phosphate,nan,unknown,nan,HmdbProductionDegradation
15363,HMDB0000538,NTPCR,degrading,Adenosine triphosphate,nan,unknown,nan,HmdbProductionDegradation
15362,HMDB0001341,NTPCR,producing,ADP,nan,unknown,nan,HmdbProductionDegradation
15319,HMDB0001047,TIGAR,degrading,"D-Fructose 2,6-bisphosphate",nan,unknown,nan,HmdbProductionDegradation
9332,HMDB0037452,UGT1A1,producing,Diosmetin 7-O-beta-D-glucuronopyranoside,nan,unknown,nan,HmdbProductionDegradation
9330,HMDB0005810,UGT1A1,degrading,Eriodictyol,nan,unknown,nan,HmdbProductionDegradation
18377,HMDB0001341,MTREX,producing,ADP,nan,unknown,nan,HmdbProductionDegradation
3262,HMDB0004486,GGPS1,producing,Geranylgeranyl-PP,nan,unknown,nan,HmdbProductionDegradation
3217,HMDB0000145,UGT2B17,degrading,Estrone,nan,unknown,nan,HmdbProductionDegradation
3216,HMDB0004483,UGT2B17,producing,Estrone glucuronide,nan,unknown,nan,HmdbProductionDegradation
3214,HMDB0003325,UGT2B17,producing,Bilirubin diglucuronide,nan,unknown,nan,HmdbProductionDegradation
3209,HMDB0001852,UGT2B17,degrading,all-trans-Retinoic acid,nan,unknown,nan,HmdbProductionDegradation
3205,HMDB0000490,UGT2B17,degrading,Etiocholanolone,nan,unknown,nan,HmdbProductionDegradation
3324,HMDB0001245,CMPK2,producing,dCDP,nan,unknown,nan,HmdbProductionDegradation
3329,HMDB0000288,CMPK2,degrading,Uridine 5'-monophosphate,nan,unknown,nan,HmdbProductionDegradation
3325,HMDB0001202,CMPK2,degrading,dCMP,nan,unknown,nan,HmdbProductionDegradation
3299,HMDB0000169,MAN2B1,degrading,D-Mannose,nan,unknown,nan,HmdbProductionDegradation
3204,HMDB0004484,UGT2B17,producing,Etiocholanolone glucuronide,nan,unknown,nan,HmdbProductionDegradation
3184,HMDB0060498,UGT2B17,producing,NNAL-N-glucuronide,nan,unknown,nan,HmdbProductionDegradation
3203,HMDB0000010,UGT2B17,degrading,2-Methoxyestrone,nan,unknown,nan,HmdbProductionDegradation
3195,HMDB0060510,UGT2B17,degrading,SN-38,nan,unknown,nan,HmdbProductionDegradation
3202,HMDB0004482,UGT2B17,producing,2-Methoxyestrone 3-glucuronide,nan,unknown,nan,HmdbProductionDegradation
3201,HMDB0000405,UGT2B17,degrading,2-Methoxyestradiol,nan,unknown,nan,HmdbProductionDegradation
3200,HMDB0006765,UGT2B17,producing,2-Methoxy-estradiol-17b 3-glucuronide,nan,unknown,nan,HmdbProductionDegradation
3199,HMDB0000153,UGT2B17,degrading,Estriol,nan,unknown,nan,HmdbProductionDegradation
3198,HMDB0006766,UGT2B17,producing,Estriol-16-Glucuronide,nan,unknown,nan,HmdbProductionDegradation
